pv_bus,penetration,scenario_count,feasible_scenario_count,all_scenarios_feasible,mean_P_loss,max_P_loss,min_Vmin,max_Vmax,max_Vdev,mean_P_grid,max_voltage_violation
26,0.75,3,2,0,0.113480610642754,0.155392418272373,0.936073432882051,1.00088673587631,0.0639265671179485,1.04223060588576,0.0139265671179489
27,0.75,3,2,0,0.118332674813675,0.158438807651006,0.936017690856544,1.00376075108188,0.0639823091434558,1.04708267038622,0.013982309143456
13,0.7,3,2,0,0.212571413854448,0.242587110854574,0.935817352081266,1.04968120878213,0.0641826479187341,1.32707138067389,0.0141826479187339
28,0.75,3,2,0,0.139323162832005,0.173716976568122,0.935685753497478,1.01273188745084,0.0643142465025222,1.06807315744381,0.014314246502522
29,0.75,3,2,0,0.157109473858179,0.188065628206493,0.935375427605337,1.01964074264316,0.0646245723946631,1.08585946537204,0.014624572394663
30,0.75,3,2,0,0.170033771932311,0.199517063246168,0.935163176440295,1.02513186720821,0.064836823559705,1.0987837602399,0.0148368235597049
8,0.65,3,2,0,0.117566067995796,0.161023106622325,0.934832859530914,1.00093849013291,0.0651671404690863,1.41781606207606,0.015167140469086
9,0.65,3,2,0,0.133777449292258,0.173355387351824,0.934582941312317,1.01104985794149,0.0654170586876832,1.43402744239627,0.0154170586876829
31,0.75,3,2,0,0.201960131628688,0.230672322493375,0.934460297110564,1.03673095959604,0.0655397028894357,1.1307100957264,0.015539702889436
10,0.65,3,2,0,0.151751618006737,0.188187341526045,0.934283552450998,1.0213865450953,0.0657164475490017,1.45200160852615,0.0157164475490019
11,0.65,3,2,0,0.155341436457391,0.191298457070307,0.934231153167106,1.02350066551683,0.0657688468328944,1.45559142640925,0.0157688468328939
32,0.75,3,2,0,0.213630547300588,0.242572136904939,0.934175144585201,1.04048935128596,0.0658248554147994,1.14238051342606,0.0158248554147989
12,0.65,3,2,0,0.16259471970684,0.197781100684329,0.934121921431728,1.02758824153555,0.0658780785682722,1.46284470823919,0.0158780785682719
7,0.65,3,2,0,0.110965674976103,0.158411128459932,0.933790952837842,1,0.0662090471621579,1.41121566834073,0.016209047162158
33,0.75,3,2,0,0.229242229925492,0.259216592010833,0.933727910614374,1.04474208854852,0.0662720893856265,1.15799219465023,0.016272089385626
13,0.65,3,2,0,0.193632034549609,0.22672780648632,0.933517575228125,1.04261085479282,0.0664824247718749,1.49388200036687,0.016482424771875
6,0.7,3,2,0,0.10995014340104,0.156105309391016,0.933420950363201,1,0.0665790496367985,1.22445013719622,0.0165790496367989
26,0.7,3,2,0,0.112138831902483,0.156912288242485,0.933406609963425,1,0.0665933900365746,1.22663882621585,0.016593390036575
27,0.7,3,2,0,0.115822538562373,0.158851990716508,0.933371419681907,1.000790704932,0.0666285803180928,1.23032253331919,0.016628580318093
14,0.65,3,2,0,0.206142528726219,0.238831509218431,0.93321225091763,1.04770804536455,0.0667877490823696,1.50639250814247,0.0167877490823699
28,0.7,3,2,0,0.132332006272449,0.169782757825108,0.933133818287097,1.0087154759414,0.066866181712903,1.24683200054998,0.016866181712903
29,0.7,3,2,0,0.146727818560153,0.180776549198739,0.932895991237327,1.01487551862618,0.0671040087626733,1.26122781069711,0.0171040087626729
30,0.7,3,2,0,0.157530425419818,0.190101495430145,0.932722997353175,1.01990235141766,0.0672770026468252,1.27203041554973,0.017277002646825
13,0.75,3,1,0,0.233817245203249,0.260887149434007,0.938070062346533,1.05663878195449,0.0619299376534667,1.1625672191704,0.0119299376534669
14,0.75,3,1,0,0.250681495587257,0.277481162433737,0.937650259386855,1.06247055680718,0.0624705568071833,1.17943149558746,0.0124705568071799
13,0.8,3,1,0,0.257286715490389,0.281536754793089,0.940277571067976,1.06348799489174,0.0634879948917408,1.0002867154905,0.0134879948917399
33,0.8,3,1,0,0.251514702443225,0.278833063432576,0.935932738665265,1.05108679883478,0.0640672613347348,0.994514702443421,0.0140672613347349
14,0.7,3,1,0,0.227204872443295,0.256878939316518,0.935456293919622,1.05515339721891,0.064543706080378,1.34170487244309,0.0145437060803779
15,0.7,3,1,0,0.24434885108094,0.274127334598688,0.935081473553731,1.06186470147409,0.0649185264462693,1.35884885108093,0.014918526446269
8,0.6,3,1,0,0.115953793236627,0.162558348946887,0.93218709726391,1,0.0678129027360898,1.60195378634986,0.0178129027360899
31,0.7,3,1,0,0.185050907960304,0.216720762575339,0.932122706445802,1.03071839293564,0.0678772935541981,1.29955088352508,0.017877293554198
9,0.6,3,1,0,0.128362070576053,0.171190361762487,0.932012123771411,1.00660036389574,0.0679878762285893,1.61436206312563,0.017987876228589
32,0.7,3,1,0,0.195269005838136,0.227104023386796,0.931874092212449,1.03425152989934,0.068125907787551,1.30976896968946,0.018125907787551
10,0.6,3,1,0,0.142540441726057,0.182271621591427,0.931788380095152,1.01595850768625,0.0682116199048478,1.62854043259264,0.018211619904848
11,0.6,3,1,0,0.145434805746045,0.184691561239354,0.931747565683648,1.01788842149765,0.0682524343163522,1.6314347962801,0.0182524343163519
12,0.6,3,1,0,0.151356503588938,0.189842904277324,0.931660634812668,1.02163047730343,0.0683393651873323,1.63735649330732,0.0183393651873319
33,0.7,3,1,0,0.209131964533782,0.241888102873284,0.931477388198629,1.03829498761284,0.0685226118013705,1.32363192101659,0.0185226118013709
13,0.6,3,1,0,0.1770880454296,0.213407389219794,0.931168719785904,1.0354229755405,0.0688312802140958,1.66308802351741,0.018831280214096
14,0.6,3,1,0,0.187590489366389,0.223444889767896,0.930915914594114,1.04012884412262,0.069084085405886,1.67359046503236,0.0190840854058859
7,0.6,3,1,0,0.111726308922397,0.16214426811505,0.930874927064181,1,0.0691250729358194,1.59772630105124,0.019125072935819
6,0.65,3,1,0,0.110377036662584,0.159389987639622,0.930722037145685,1,0.0692779628543151,1.41062702919991,0.0192779628543149
26,0.65,3,1,0,0.111825122002924,0.159514990329224,0.93072036929825,1,0.0692796307017504,1.41207511516645,0.01927963070175
27,0.65,3,1,0,0.114442595247666,0.16045649581782,0.930703724289403,1,0.0692962757105973,1.41469258898203,0.019296275710597
15,0.6,3,1,0,0.200325709831629,0.236133376420097,0.930640332559817,1.04598865730922,0.0693596674401826,1.68632567276271,0.0193596674401829
28,0.65,3,1,0,0.12682875409004,0.167422625002142,0.930552146160152,1.00465980723331,0.0694478538398483,1.42707874778116,0.0194478538398479
29,0.65,3,1,0,0.138075988880945,0.175321288761095,0.930381203886719,1.01005444702758,0.0696187961132807,1.43832598097324,0.019618796113281
30,0.65,3,1,0,0.146888992817671,0.182660510802904,0.930244930472455,1.01460702173633,0.0697550695275452,1.44713898350223,0.0197550695275449
31,0.65,3,1,0,0.170237118007169,0.204991509191669,0.929741570067206,1.02461702094945,0.0702584299327942,1.4704870991406,0.0202584299327939
32,0.65,3,1,0,0.179071181533326,0.213930115587444,0.929527726553316,1.02791696163859,0.0704722734466844,1.47932115556339,0.020472273446684
8,0.55,3,1,0,0.115676688137644,0.165506541631252,0.929514510349152,1,0.0704854896508476,1.78742668002153,0.020485489650848
9,0.55,3,1,0,0.124630863814263,0.170810603929098,0.929406984107463,1.00210132557076,0.0705930158925365,1.79638085554179,0.0205930158925369
10,0.55,3,1,0,0.135325883876555,0.178475073053249,0.929252196746357,1.01045787563085,0.0707478032536435,1.80707587450295,0.020747803253643
11,0.55,3,1,0,0.137576985402082,0.180259342430718,0.929222072416407,1.01219951698744,0.0707779275835927,1.80932697582316,0.020777927583593
33,0.65,3,1,0,0.19125915831241,0.226930775554792,0.929179388572568,1.03174149549384,0.0708206114274322,1.49150911431178,0.020820611427432
12,0.55,3,1,0,0.142261936945815,0.184180042983223,0.929155823848463,1.01558816065998,0.0708441761515368,1.81401192686404,0.020844176151537
13,0.55,3,1,0,0.163035165900145,0.202731767552147,0.92876861435274,1.02811248443952,0.0712313856472595,1.83478514946501,0.0212313856472599
14,0.55,3,1,0,0.171652541040103,0.210833965095305,0.92856489122721,1.03240969391728,0.0714351087727899,1.84340251742308,0.02143510877279
15,0.55,3,1,0,0.182350236347298,0.221417416559078,0.928335098486971,1.03781914485638,0.0716649015130288,1.85410020112452,0.0216649015130289
16,0.55,3,1,0,0.196458680498111,0.235642114445226,0.928045668204283,1.04485867367531,0.0719543317957165,1.86820864284736,0.0219543317957169
26,0.6,3,1,0,0.112556783399206,0.163219523720418,0.928014334527052,1,0.0719856654729476,1.59855677514154,0.021985665472948
27,0.6,3,1,0,0.114213815694863,0.16327536452229,0.92801415033157,1,0.0719858496684305,1.60021380815219,0.02198584966843
6,0.6,3,1,0,0.111771193288452,0.16369349936288,0.92800486804935,1,0.0719951319506502,1.59777118428442,0.0219951319506499
28,0.6,3,1,0,0.122849890286825,0.166676917901748,0.927939908007159,1.00056386320578,0.0720600919928408,1.60884988315511,0.022060091992841
7,0.55,3,1,0,0.113555713017051,0.167006968216277,0.927934757541612,1,0.0720652424583877,1.78530570361071,0.0220652424583879
29,0.6,3,1,0,0.131203393145645,0.171754685850401,0.927829922534444,1.00517582117378,0.0721700774655564,1.6172033847648,0.022170077465556
30,0.6,3,1,0,0.138167121278223,0.177258099199431,0.927727656296649,1.00924370155133,0.0722723437033511,1.62416711178698,0.022272343703351
31,0.6,3,1,0,0.157591226244467,0.195564999541829,0.927315198514616,1.01842349885265,0.0726848014853836,1.64359120977745,0.022684801485384
32,0.6,3,1,0,0.165113832325716,0.203135573915294,0.927134244878923,1.02148187909874,0.072865755121077,1.65111381111577,0.0228657551210769
33,0.6,3,1,0,0.175704521938611,0.214434059791827,0.926831990040523,1.02507732601848,0.0731680099594767,1.66170448890332,0.023168009959477
8,0.5,3,1,0,0.116763716155681,0.169899745826324,0.926814430226758,1,0.0731855697732421,1.97426370647615,0.0231855697732419
9,0.5,3,1,0,0.122630110466903,0.172267424047264,0.926766455033172,1,0.0732335449668282,1.98013010107852,0.0232335449668279
10,0.5,3,1,0,0.130173377177454,0.176870345464167,0.926673496410781,1.00488210882945,0.0733265035892193,1.98767336714383,0.0233265035892189
11,0.5,3,1,0,0.131837112639067,0.178078546847697,0.92665309307119,1.00643119568284,0.0733469069288103,1.98933710247843,0.0233469069288099
12,0.5,3,1,0,0.135387206672034,0.180877043195796,0.926605767803077,1.00945810071537,0.0733942321969233,1.99288719618503,0.0233942321969229
13,0.5,3,1,0,0.151576634942898,0.194815489171714,0.926314909899253,1.02067390394263,0.0736850901007469,2.00907662058389,0.0236850901007469
14,0.5,3,1,0,0.158441142710946,0.20112358457241,0.926156576242657,1.02454399896586,0.0738434237573434,2.01594112452644,0.0238434237573429
15,0.5,3,1,0,0.167224933182646,0.209732159507998,0.925969724708379,1.02948518125941,0.074030275291621,2.02472490932934,0.0240302752916209
16,0.5,3,1,0,0.178956854613697,0.221495331923944,0.925730262332999,1.03594115799656,0.0742697376670005,2.03645682006283,0.0242697376670009
27,0.55,3,1,0,0.115157881445272,0.167332449686069,0.925302227116832,1,0.0746977728831676,1.78690787230901,0.024697772883168
28,0.55,3,1,0,0.120433584484477,0.167587914698194,0.92529623441986,1,0.07470376558014,1.79218357627283,0.02470376558014
26,0.55,3,1,0,0.11435165098638,0.168045495146317,0.925288116953373,1,0.0747118830466271,1.78610164097307,0.024711883046627
6,0.55,3,1,0,0.11414786296462,0.169032601261302,0.925269109629065,1,0.0747308903709353,1.78589785207132,0.024730890370935
29,0.55,3,1,0,0.126162153908958,0.17013471552285,0.925240938326119,1.00023784385951,0.0747590616738807,1.79791214473104,0.024759061673881
30,0.55,3,1,0,0.131425886998319,0.173962212819131,0.925169773091448,1.00381008923624,0.0748302269085518,1.80317587686716,0.024830226908552
17,0.5,3,1,0,0.20142085373447,0.244685061708794,0.925143997835725,1.04630784548159,0.0748560021642746,2.0589208537344,0.024856002164275
7,0.5,3,1,0,0.116472341490048,0.173019676373866,0.924969943683266,1,0.0750300563167342,1.97397233017,0.0250300563167339
31,0.55,3,1,0,0.147190668794677,0.188527410014215,0.924841781432844,1.01213426050793,0.0751582185671564,1.8189406530747,0.0251582185671559
32,0.55,3,1,0,0.15347919439023,0.194811878242162,0.924691710469241,1.01494225224541,0.0753082895307593,1.82522917513694,0.0253082895307589
33,0.55,3,1,0,0.162554788902264,0.204494330760115,0.924433122235218,1.01829789245748,0.0755668777647823,1.83430476105457,0.0255668777647819
9,0.45,3,1,0,0.122408511867605,0.175614922181623,0.924089410751798,1,0.0759105892482025,2.16565850100371,0.025910589248202
8,0.45,3,1,0,0.119245023929312,0.17577138529858,0.924086159530312,1,0.0759138404696884,2.16249501225491,0.0259138404696879
10,0.45,3,1,0,0.127152479491014,0.177534851558726,0.924050673827285,1,0.0759493261727152,2.17040246841824,0.0259493261727149
11,0.45,3,1,0,0.128288800895169,0.178231087964031,0.924038940381079,1.00058052885554,0.0759610596189209,2.17153878975523,0.0259610596189209
12,0.45,3,1,0,0.130813672671908,0.18002439885992,0.924008623801235,1.00323689719201,0.0759913761987646,2.17406366132688,0.0259913761987649
13,0.45,3,1,0,0.142824067935523,0.189782759168413,0.92380505877151,1.01310132689878,0.07619494122849,2.18607405397734,0.02619494122849
14,0.45,3,1,0,0.148078470325715,0.194449801631761,0.923688131066161,1.01652461676537,0.0763118689338393,2.19132845403484,0.026311868933839
15,0.45,3,1,0,0.155082959835371,0.201225740834749,0.92354111015548,1.02097834689436,0.0764588898445203,2.19833294038987,0.0264588898445199
16,0.45,3,1,0,0.164590417470049,0.210686760305102,0.923348417457256,1.02682741808029,0.0766515825427438,2.20784039275628,0.0266515825427439
17,0.45,3,1,0,0.1830151734265,0.229634653188617,0.922870348170421,1.03631763566383,0.0771296518295785,2.2262651470093,0.0271296518295789
18,0.45,3,1,0,0.19360307625462,0.240652921074213,0.922641877516064,1.04216714070209,0.0773581224839364,2.23685305651221,0.027358122483936
28,0.5,3,1,0,0.119619803411302,0.170199965238386,0.922620212901315,1,0.0773797870986852,1.97711979381144,0.0273797870986849
29,0.5,3,1,0,0.123007321805545,0.170522746138656,0.922612971148095,1,0.0773870288519052,1.98050731152544,0.0273870288519049
30,0.5,3,1,0,0.126730088382588,0.172845118856928,0.922569789541782,1,0.0774302104582181,1.98423007724907,0.0274302104582179
27,0.5,3,1,0,0.117297219135531,0.172652456210084,0.922567466777917,1,0.0774325332220827,1.97479720800885,0.0274325332220829
26,0.5,3,1,0,0.11722811546271,0.17401314657257,0.922541314972746,1,0.0774586850272537,1.97472810327658,0.0274586850272539
6,0.5,3,1,0,0.117522735181715,0.175424552584056,0.92251441815872,1,0.07748558184128,1.97502272197009,0.0274855818412799
31,0.5,3,1,0,0.13911834315611,0.183971244318047,0.922319375144111,1.00574549740847,0.0776806248558888,1.9966183272957,0.027680624855889
32,0.5,3,1,0,0.144255545177149,0.189057500411456,0.922198038310578,1.00829376585148,0.0778019616894217,2.00175552644604,0.027801961689422
33,0.5,3,1,0,0.151903351794262,0.197215654337765,0.921980549637915,1.01139826536849,0.0780194503620855,2.00940332620396,0.028019450362085
7,0.45,3,1,0,0.120495265545037,0.18020355192108,0.921979967084222,1,0.0780200329157779,2.16374525183123,0.0280200329157779
5,0.8,3,1,0,0.13486134289857,0.191545319897699,0.921735901508543,1.00000825762581,0.0782640984914568,0.877861324773428,0.0282640984914569
10,0.4,3,1,0,0.126337247916233,0.180551216454093,0.92138201507477,1,0.07861798492523,2.35533723538055,0.0286179849252299
11,0.4,3,1,0,0.127010557172431,0.180804547507613,0.921377809701451,1,0.0786221902985487,2.35601054462639,0.028622190298549
9,0.4,3,1,0,0.124017370549158,0.180910205604207,0.921374662376937,1,0.0786253376230631,2.35301735774243,0.028625337623063
12,0.4,3,1,0,0.128628374629836,0.181719179311229,0.921362414348697,1,0.0786375856513034,2.35762836198461,0.0286375856513029
8,0.4,3,1,0,0.123152010292398,0.183156329085956,0.921328970325129,1,0.0786710296748715,2.35215199605761,0.028671029674871
13,0.4,3,1,0,0.136898440195043,0.187768618801826,0.92123629038783,1.00538836792838,0.0787637096121703,2.3658984257266,0.02876370961217
14,0.4,3,1,0,0.140697627869247,0.190961327552976,0.921156452688764,1.00834378606824,0.0788435473112358,2.36969761180613,0.028843547311236
15,0.4,3,1,0,0.146070047286986,0.196060833593528,0.921045849261822,1.01228945013061,0.0789541507381781,2.37507002915332,0.028954150738178
16,0.4,3,1,0,0.153520521112356,0.203395947287473,0.920896380482251,1.017506419602,0.0791036195177492,2.38252049989673,0.029103619517749
17,0.4,3,1,0,0.168195921315072,0.218407599230396,0.920518443322061,1.02606575661191,0.0794815566779388,2.39719590924655,0.0294815566779389
18,0.4,3,1,0,0.176770400712347,0.227314790315696,0.920333624892642,1.03136289072325,0.0796663751073584,2.40577038241592,0.0296663751073579
5,0.75,3,1,0,0.134951837535355,0.193634646615083,0.920044936582254,1,0.0799550634177462,1.06370181742013,0.029955063417746
29,0.45,3,1,0,0.121797111700366,0.172983824462813,0.919944663614403,1,0.0800553363855973,2.16504709997224,0.030055336385597
30,0.45,3,1,0,0.12414857244456,0.173983793717822,0.919926116536547,1,0.0800738834634532,2.16739855994547,0.030073883463453
28,0.45,3,1,0,0.120450432102875,0.174559636409779,0.919910884822689,1,0.0800891151773107,2.16370042072489,0.0300891151773109
27,0.45,3,1,0,0.120655037054265,0.179260984474699,0.919809363385193,1,0.0801906366148071,2.16390502343662,0.0301906366148069
26,0.45,3,1,0,0.121205148033728,0.18114338454294,0.919773513467355,1,0.0802264865326447,2.16445513315677,0.0302264865326449
31,0.45,3,1,0,0.133463162259569,0.18199600189637,0.919745888525792,1,0.0802541114742076,2.17671314570481,0.030254111474208
6,0.45,3,1,0,0.12191195731474,0.182887136605639,0.919740439184099,1,0.0802595608159012,2.16516194125631,0.030259560815901
32,0.45,3,1,0,0.137537840977848,0.185978672260977,0.919650978765683,1.00153179050962,0.0803490212343174,2.18078782197315,0.0303490212343169
33,0.45,3,1,0,0.143850995744432,0.192710665555214,0.919471852670228,1.00437314007018,0.0805281473297724,2.18710097090688,0.0305281473297719
7,0.4,3,1,0,0.12564420263488,0.188580501070575,0.918964290627034,1,0.081035709372966,2.35464418591372,0.031035709372966
11,0.35,3,1,0,0.128086251065795,0.185892740931042,0.91866776726447,1,0.0813322327355299,2.54283623657661,0.03133223273553
10,0.35,3,1,0,0.127806657920458,0.18600778305535,0.918665687003275,1,0.081334312996725,2.54255664337876,0.031334312996725
12,0.35,3,1,0,0.128924604812168,0.186065719421137,0.918665013161252,1,0.0813349868387478,2.54367459033517,0.0313349868387479
9,0.35,3,1,0,0.127510789513591,0.18821362847753,0.918620952880585,1,0.0813790471194151,2.54226077413222,0.031379047119415
13,0.35,3,1,0,0.133931225237786,0.188920316901066,0.918605582966552,1,0.0813944170334482,2.54868120959988,0.0313944170334479
14,0.35,3,1,0,0.136444064817184,0.190821238732714,0.918558137935995,1,0.0814418620640055,2.55119404805725,0.031441862064005
8,0.35,3,1,0,0.128517400576712,0.192090980735357,0.918542102205768,1,0.0814578977942323,2.54326738303253,0.0314578977942319
15,0.35,3,1,0,0.140346220687292,0.194416717089723,0.918480188549782,1.00340843037047,0.0815198114502185,2.55509620240503,0.031519811450218
16,0.35,3,1,0,0.145925087817373,0.199821869959799,0.918369992020544,1.00796601614327,0.0816300079794559,2.56067506739887,0.0316300079794559
5,0.7,3,1,0,0.13562862022814,0.196331786155739,0.918347342662253,1,0.0816526573377474,1.25012859788948,0.0316526573377469
17,0.35,3,1,0,0.157168311147393,0.211232959410188,0.918083373011376,1.01553545116909,0.0819166269886242,2.57191830393405,0.031916626988624
18,0.35,3,1,0,0.163878297823652,0.218184144194387,0.917939042226745,1.02025139364143,0.0820609577732548,2.57862828836551,0.0320609577732549
30,0.4,3,1,0,0.123754599180066,0.177460364976437,0.917237057957202,1,0.0827629420427975,2.35275458488284,0.0327629420427979
29,0.4,3,1,0,0.122593164055293,0.177586992455934,0.917234574384343,1,0.0827654256156567,2.35159315044437,0.032765425615657
28,0.4,3,1,0,0.12296940587362,0.18071587093925,0.917167242098073,1,0.0828327579019266,2.35196939220695,0.032832757901927
31,0.4,3,1,0,0.130320683499397,0.182708940437966,0.917119066900641,1,0.0828809330993593,2.35932066579172,0.0328809330993589
32,0.4,3,1,0,0.133428444415617,0.185690266278366,0.91704809885146,1,0.0829519011485402,2.36242842458457,0.03295190114854
27,0.4,3,1,0,0.125255364047311,0.18718457667152,0.917027392000486,1,0.0829726079995142,2.35425534730486,0.032972607999514
26,0.4,3,1,0,0.126302326552476,0.189457811293398,0.916984283163828,1,0.0830157168361717,2.35530230833708,0.033015716836172
6,0.4,3,1,0,0.127332153674271,0.191438683301276,0.916946807050509,1,0.0830531929494909,2.3563321341165,0.0330531929494909
33,0.4,3,1,0,0.13850673786994,0.191101581363629,0.916904405901753,1,0.0830955940982466,2.36750671291067,0.0330955940982469
5,0.65,3,1,0,0.136897288190008,0.199642718407209,0.916643044803545,1,0.0833569551964554,1.43714728461845,0.033356955196455
7,0.35,3,1,0,0.131939547558936,0.198173214345288,0.915922357528924,1,0.0840776424710759,2.54668952704274,0.0340776424710759
12,0.3,3,1,0,0.131802557755355,0.193176406107612,0.915914129013302,1,0.084085870986698,2.73230254072644,0.0340858709866979
13,0.3,3,1,0,0.134065718625051,0.193398913855038,0.915909630459218,1,0.0840903695407818,2.734565701136,0.0340903695407819
11,0.3,3,1,0,0.131605643547492,0.19359635782543,0.915906736875595,1,0.0840932631244048,2.73210562637559,0.034093263124405
10,0.3,3,1,0,0.131645074334814,0.193999182516475,0.915899725303496,1,0.0841002746965036,2.73214505703464,0.034100274696504
14,0.3,3,1,0,0.135477239618602,0.194208993658071,0.915889441261688,1,0.084110558738312,2.73597722141924,0.0341105587383119
15,0.3,3,1,0,0.138087837292764,0.196491742751505,0.915839974898621,1,0.0841600251013788,2.73858781794066,0.0341600251013789
9,0.3,3,1,0,0.132945891671191,0.197589056757936,0.915826951508853,1,0.0841730484911472,2.73344587283741,0.034173048491147
16,0.3,3,1,0,0.142001355860194,0.200186007545027,0.915764619759801,1,0.0842353802401989,2.74250135203156,0.034235380240199
8,0.3,3,1,0,0.135375330482009,0.202613386094074,0.915724757578111,1,0.084275242421889,2.73587532730195,0.034275242421889
17,0.3,3,1,0,0.150162438519591,0.208368655764992,0.915559609407428,1.00470799700201,0.0844403905925716,2.75066243286555,0.034440390592572
18,0.3,3,1,0,0.155175068098057,0.21353867716444,0.915452186486784,1.00881108129406,0.0845478135132158,2.75567506142598,0.034547813513216
5,0.6,3,1,0,0.138763521066057,0.203573491024566,0.914931975713918,1,0.085068024286082,1.62476351703229,0.0350680242860819
30,0.35,3,1,0,0.125626249469084,0.183362608353827,0.914500800318242,1,0.0854991996817578,2.54037623280747,0.035499199681758
29,0.35,3,1,0,0.125460834891648,0.184405640175129,0.914481170717273,1,0.0855188292827275,2.54021081881784,0.035518829282727
31,0.35,3,1,0,0.129793825544252,0.186225949216772,0.914436473585196,1,0.0855635264148042,2.544543806189,0.035563526414804
28,0.35,3,1,0,0.127222854255713,0.188720161172958,0.914388223544779,1,0.0856117764552214,2.54197283761793,0.035611776455221
32,0.35,3,1,0,0.132037957882417,0.188316809769255,0.914386760679342,1,0.0856132393206581,2.54678793670413,0.035613239320658
33,0.35,3,1,0,0.135988794505735,0.192521373702121,0.914275352813316,1,0.0857246471866844,2.55073876876755,0.035724647186684
27,0.35,3,1,0,0.131123090959065,0.196450766272351,0.914221007666388,1,0.0857789923336121,2.54587307028629,0.0357789923336119
26,0.35,3,1,0,0.132539863199584,0.198978757770284,0.914173179951409,1,0.0858268200485908,2.54728984083452,0.0358268200485909
6,0.35,3,1,0,0.133800449762499,0.201098105809946,0.914133141372343,1,0.0858668586276571,2.5485504463424,0.0358668586276569
4,0.8,3,1,0,0.147138385441555,0.211698953949298,0.913807599032828,1,0.0861924009671717,0.89013838082811,0.0361924009671719
15,0.65,3,0,0,0.221029308570487,0.253744693906045,0.932888260178519,1.05400146517715,0.0671117398214811,1.52127927710543,0.017111739821481
